PO Number,PO Date,PO Year,PO Quarter,PO Month,PO Type,PO Status,Supplier ID,Supplier Name,Supplier Country,Supplier Region,Supplier Tier,Supplier Status,Supplier Risk,Supplier Latitude,Supplier Longitude,Payment Terms,Item Code,Item Description,Category,Sub Category,Unit of Measure,Unit Price,Quantity,Discount Pct,Discount Amount,Tax Pct,Tax Amount,Line Total Gross,Line Net,Line Total Inc Tax,Currency,Budget Unit Price,Budget Total,Savings Amount,Savings Pct,Requested Delivery,Actual Delivery,Days Late,On Time Delivery,Lead Time Days,Department,Cost Centre,Requestor Name,Approver Name,Contract ID,Contract Type,Contract Start,Contract End,Invoice Status,Payment Status,Invoice Match Type,Maverick Spend,Single Source Flag,Preferred Supplier,Local International,Supplier ESG Score
PO-04142,01/08/2023,2023,Q3,August,Standard,Closed,SUP-006,Pacific Rim Supplies,Japan,Asia,1,Preferred,Low,36.2048,138.2529,Net 30,ITEM-21296,Calibration Svc,Maintenance,Calibration Svc,EA,878.25,35,0,0,20,6147.75,30738.75,30738.75,36886.5,EUR,920.34,32211.9,1473.15,4.6,23/08/2023,21/09/2023,29,No,51,Marketing,CC-004,Nathan Young,Sarah Mitchell,CON-2917,Long-term,18/10/2022,06/06/2023,Paid,Overdue,3-Way Match,No,No,Yes,International,77.2
PO-04143,09/09/2023,2023,Q3,September,Standard,Cancelled,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,196.34,76,0,0,5,746.09,14921.84,14921.84,15667.93,AUD,205.89,15647.64,725.8,4.6,16/10/2023,14/10/2023,-2,Yes,35,Finance,CC-001,Karen Clark,Priya Sharma,CON-2060,Long-term,28/05/2023,15/09/2025,Pending,Pending,No Match,No,No,No,International,44.8
PO-04144,16/05/2024,2024,Q2,May,Contract,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-95695,Employee Uniforms,HR & Training,Employee Uniforms,EA,102.82,57,0,0,5,293.04,5860.74,5860.74,6153.78,USD,108.76,6199.32,338.58,5.5,23/06/2024,08/07/2024,15,No,53,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-5705,Framework,31/05/2023,07/04/2024,Paid,Paid,3-Way Match,No,No,Yes,International,41.4
PO-04145,07/02/2022,2022,Q1,February,Contract,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-51688,Freight - Road,Logistics,Freight - Road,Shipment,1036,50,0,0,5,2590,51800,51800,54390,GBP,1102.26,55113,3313,6,28/02/2022,27/02/2022,-1,Yes,20,IT,CC-002,Leo Walker,Priya Sharma,CON-8528,Long-term,18/03/2021,08/01/2022,Pending,Paid,3-Way Match,No,No,No,International,41.5
PO-04146,09/12/2022,2022,Q4,December,Blanket,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-34514,Packaging Material,Logistics,Packaging Material,Box,30.4,71,10,215.84,5,97.13,2158.4,1942.56,2039.69,GBP,36,2556,613.44,24,03/01/2023,29/12/2022,-5,Yes,20,Marketing,CC-004,Nathan Young,James O'Brien,NO-CONTRACT,Spot,09/12/2022,08/01/2023,Paid,Pending,3-Way Match,No,Yes,No,International,55.1
PO-04147,02/12/2022,2022,Q4,December,Emergency,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-66613,Aluminium Bar (kg),Raw Materials,Aluminium Bar (kg),KG,3.6,189,0,0,5,34.02,680.4,680.4,714.42,JPY,3.73,704.97,24.57,3.5,03/01/2023,04/01/2023,1,No,33,Finance,CC-001,Alice Johnson,Priya Sharma,NO-CONTRACT,Spot,02/12/2022,01/01/2023,Pending,Overdue,3-Way Match,No,No,No,Local,67.8
PO-04148,20/03/2024,2024,Q1,March,Emergency,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,2444.8,9,0,0,20,4400.64,22003.2,22003.2,26403.84,EUR,3036.53,27328.77,5325.57,19.5,29/04/2024,27/05/2024,28,No,68,Finance,CC-001,Karen Clark,James O'Brien,CON-1750,Master Supply,03/10/2023,04/01/2026,Paid,Paid,3-Way Match,No,No,No,International,89.1
PO-04149,10/09/2024,2024,Q3,September,Contract,Closed,SUP-005,EuroBuild Materials,France,Europe,2,Approved,Low,46.2276,2.2137,Net 45,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,1273.99,65,0,0,5,4140.47,82809.35,82809.35,86949.82,GBP,1581.02,102766.3,19956.95,19.4,22/09/2024,18/09/2024,-4,Yes,8,Marketing,CC-004,Nathan Young,Priya Sharma,CON-9248,Long-term,27/08/2024,21/05/2027,Paid,Overdue,3-Way Match,No,No,No,International,80.5
PO-04150,28/06/2023,2023,Q2,June,Contract,Cancelled,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-30629,Translation Svcs,Professional Svcs,Translation Svcs,EA,701.6,146,0,0,0,0,102433.6,102433.6,102433.6,USD,846.32,123562.72,21129.12,17.1,04/08/2023,25/08/2023,21,No,58,Procurement,CC-006,Frank Brown,James O'Brien,CON-4222,Master Supply,10/02/2023,04/06/2025,Disputed,Pending,No Match,No,Yes,No,International,41.5
PO-04151,09/08/2022,2022,Q3,August,Blanket,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,3068.63,185,10,56769.65,20,102185.38,567696.55,510926.9,613112.28,EUR,3294.66,609512.1,98585.2,16.2,04/09/2022,30/08/2022,-5,Yes,21,Marketing,CC-004,Nathan Young,Priya Sharma,NO-CONTRACT,Spot,09/08/2022,08/09/2022,Overdue,Paid,3-Way Match,No,No,No,International,44.8
PO-04152,25/11/2023,2023,Q4,November,Standard,Closed,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,237.67,20,5,237.67,5,225.79,4753.4,4515.73,4741.52,GBP,242.79,4855.8,340.07,7,11/12/2023,10/12/2023,-1,Yes,15,IT,CC-002,Bob Smith,Priya Sharma,NO-CONTRACT,Spot,25/11/2023,25/12/2023,Pending,Paid,3-Way Match,No,No,Yes,International,41.4
PO-04153,02/01/2022,2022,Q1,January,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,1211.03,52,0,0,0,0,62973.56,62973.56,62973.56,GBP,1345.54,69968.08,6994.52,10,03/03/2022,28/02/2022,-3,Yes,57,Marketing,CC-004,David Lee,Sarah Mitchell,NO-CONTRACT,Spot,02/01/2022,01/02/2022,Disputed,Pending,3-Way Match,No,Yes,No,International,50.9
PO-04154,27/03/2023,2023,Q1,March,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,1269.26,9,0,0,0,0,11423.34,11423.34,11423.34,EUR,1347.03,12123.27,699.93,5.8,26/05/2023,14/06/2023,19,No,79,IT,CC-002,Bob Smith,James O'Brien,CON-3320,Spot,12/02/2023,06/01/2025,Paid,On Hold,No Match,No,No,Yes,Local,75.2
PO-04155,26/09/2023,2023,Q3,September,Contract,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-90345,Freight - Air,Logistics,Freight - Air,Shipment,2643.51,130,0,0,20,68731.26,343656.3,343656.3,412387.56,EUR,3001.24,390161.2,46504.9,11.9,23/11/2023,19/11/2023,-4,Yes,54,HR,CC-005,Emma Wilson,Tom Reynolds,CON-1899,Framework,10/02/2023,18/09/2024,Pending,Overdue,2-Way Match,No,No,Yes,International,41.4
PO-04156,15/06/2022,2022,Q2,June,Emergency,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,122.43,199,5,1218.18,5,1157.27,24363.57,23145.39,24302.66,EUR,94.67,18839.33,-4306.06,-22.9,04/07/2022,01/07/2022,-3,Yes,16,Marketing,CC-004,Nathan Young,James O'Brien,NO-CONTRACT,Spot,15/06/2022,15/07/2022,Pending,On Hold,2-Way Match,No,Yes,Yes,International,41.6
PO-04157,01/10/2024,2024,Q4,October,Standard,Cancelled,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-13249,Laptop,IT Hardware,Laptop,EA,2138.8,44,15,14116.08,5,3999.56,94107.2,79991.12,83990.68,GBP,2242.19,98656.36,18665.24,18.9,20/11/2024,11/12/2024,21,No,71,Facilities,CC-009,Isla White,Priya Sharma,NO-CONTRACT,Spot,01/10/2024,31/10/2024,Pending,Pending,No Match,No,Yes,Yes,International,52.3
PO-04158,12/07/2024,2024,Q3,July,Blanket,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,1235.42,68,0,0,0,0,84008.56,84008.56,84008.56,AUD,1373.82,93419.76,9411.2,10.1,19/08/2024,16/08/2024,-3,Yes,35,Operations,CC-003,Maya Hall,Sarah Mitchell,CON-8247,Framework,30/05/2024,08/07/2025,Pending,Pending,2-Way Match,No,No,Yes,International,41.6
PO-04159,13/03/2022,2022,Q1,March,Contract,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,4735.18,122,0,0,0,0,577691.96,577691.96,577691.96,EUR,5354.19,653211.18,75519.22,11.6,27/03/2022,23/03/2022,-4,Yes,10,HR,CC-005,Olivia King,Tom Reynolds,CON-3719,Master Supply,23/03/2021,17/04/2022,Disputed,Paid,2-Way Match,No,No,No,International,55.1
PO-04160,09/01/2023,2023,Q1,January,Standard,Closed,SUP-013,Quantum Electronics,Taiwan,Asia,2,Approved,Medium,23.6978,120.9605,Net 45,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,19.7,69,0,0,0,0,1359.3,1359.3,1359.3,AUD,22.14,1527.66,168.36,11,28/01/2023,21/02/2023,24,No,43,Marketing,CC-004,Nathan Young,Tom Reynolds,NO-CONTRACT,Spot,09/01/2023,08/02/2023,Overdue,Paid,3-Way Match,No,Yes,No,International,41.5
PO-04161,19/07/2023,2023,Q3,July,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-53575,Digital Ads,Marketing,Digital Ads,Campaign,4458.52,35,0,0,20,31209.64,156048.2,156048.2,187257.84,GBP,4741.77,165961.95,9913.75,6,20/08/2023,16/08/2023,-4,Yes,28,R&D,CC-008,Henry Martin,Priya Sharma,CON-3509,Master Supply,06/12/2022,07/10/2024,Paid,Overdue,3-Way Match,No,No,Yes,International,41.6
PO-04162,25/03/2024,2024,Q1,March,Standard,Disputed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-31689,Training Material,HR & Training,Training Material,Box,115.58,155,0,0,0,0,17914.9,17914.9,17914.9,EUR,121.22,18789.1,874.2,4.7,15/05/2024,24/05/2024,9,No,60,Legal,CC-007,Grace Taylor,Priya Sharma,CON-6113,Master Supply,08/09/2023,05/04/2026,Disputed,Pending,3-Way Match,No,No,No,International,52
PO-04163,06/01/2024,2024,Q1,January,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-67289,A4 Paper (Ream),Office Supplies,A4 Paper (Ream),Box,33.14,122,15,606.46,5,171.83,4043.08,3436.62,3608.45,GBP,39.96,4875.12,1438.5,29.5,15/02/2024,14/02/2024,-1,Yes,39,Finance,CC-001,Karen Clark,Sarah Mitchell,CON-2456,Master Supply,05/06/2023,29/07/2024,Overdue,Pending,2-Way Match,No,No,No,Local,67.8
PO-04164,31/12/2023,2023,Q4,December,Emergency,Open,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-19122,Medical Supplies,HR & Training,Medical Supplies,Box,122.8,143,0,0,5,878.02,17560.4,17560.4,18438.42,USD,131.78,18844.54,1284.14,6.8,23/02/2024,23/02/2024,0,Yes,54,Operations,CC-003,Clara Davies,James O'Brien,NO-CONTRACT,Spot,31/12/2023,30/01/2024,Pending,Pending,No Match,No,No,No,International,55.1
PO-04165,14/04/2023,2023,Q2,April,Standard,Open,SUP-002,TechPro Components,Germany,Europe,1,Preferred,Low,51.1657,10.4515,Net 45,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,994.88,29,0,0,20,5770.3,28851.52,28851.52,34621.82,GBP,1141.75,33110.75,4259.23,12.9,01/05/2023,13/05/2023,12,No,29,R&D,CC-008,Henry Martin,Sarah Mitchell,CON-2667,Long-term,15/08/2022,31/12/2023,Pending,Overdue,2-Way Match,No,No,Yes,International,41.4
PO-04166,25/07/2023,2023,Q3,July,Blanket,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-67907,Warehousing (m²),Logistics,Warehousing (m²),SQM,16.61,7,0,0,0,0,116.27,116.27,116.27,GBP,19.35,135.45,19.18,14.2,11/09/2023,07/09/2023,-4,Yes,44,Finance,CC-001,Alice Johnson,Priya Sharma,CON-5226,Long-term,06/03/2023,08/08/2025,Pending,Pending,No Match,No,No,No,International,50.9
PO-04167,09/10/2022,2022,Q4,October,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,739.09,91,5,3362.86,5,3194.72,67257.19,63894.33,67089.05,GBP,756.93,68880.63,4986.3,7.2,06/12/2022,01/12/2022,-5,Yes,53,Operations,CC-003,Maya Hall,James O'Brien,CON-1463,Spot,24/01/2022,24/10/2024,Paid,Overdue,2-Way Match,No,No,Yes,International,41.6
PO-04168,02/01/2023,2023,Q1,January,Blanket,Cancelled,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-41311,Rubber Seal,Raw Materials,Rubber Seal,EA,24.4,59,10,143.96,0,0,1439.6,1295.64,1295.64,EUR,21.66,1277.94,-17.7,-1.4,07/01/2023,05/02/2023,29,No,34,Finance,CC-001,Alice Johnson,Priya Sharma,CON-9932,Spot,11/12/2022,19/08/2025,Pending,On Hold,No Match,No,No,No,Local,67.8
PO-04169,13/06/2023,2023,Q2,June,Blanket,Cancelled,SUP-004,FastTrack Logistics,United States,Americas,1,Preferred,Low,37.0902,-95.7129,Net 30,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,2.53,126,0,0,20,63.76,318.78,318.78,382.54,GBP,2.86,360.36,41.58,11.5,27/06/2023,14/07/2023,17,No,31,Operations,CC-003,Clara Davies,Priya Sharma,NO-CONTRACT,Spot,13/06/2023,13/07/2023,Disputed,On Hold,No Match,No,Yes,Yes,International,52.3
PO-04170,24/06/2024,2024,Q2,June,Standard,Closed,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-44814,Office Chair,Office Supplies,Office Chair,EA,136.55,61,5,416.48,20,1582.61,8329.55,7913.07,9495.68,GBP,145.5,8875.5,962.43,10.8,08/08/2024,07/08/2024,-1,Yes,44,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,24/06/2024,24/07/2024,Paid,Paid,3-Way Match,Yes,Yes,No,International,44.8
PO-04171,08/09/2024,2024,Q3,September,Emergency,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-15118,Safety Equipment,Facilities,Safety Equipment,Box,156.37,166,0,0,5,1297.87,25957.42,25957.42,27255.29,GBP,180.17,29908.22,3950.8,13.2,20/09/2024,16/10/2024,26,No,38,HR,CC-005,Emma Wilson,Priya Sharma,CON-7538,Master Supply,29/05/2024,28/06/2026,Pending,Paid,3-Way Match,No,No,Yes,International,41.6
PO-04172,04/08/2022,2022,Q3,August,Blanket,Cancelled,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,2.7,19,0,0,0,0,51.3,51.3,51.3,GBP,2.8,53.2,1.9,3.6,29/08/2022,26/09/2022,28,No,53,Marketing,CC-004,David Lee,Priya Sharma,NO-CONTRACT,Spot,04/08/2022,03/09/2022,Disputed,On Hold,No Match,No,No,No,International,52
PO-04173,10/04/2023,2023,Q2,April,Blanket,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,1.22,146,0,0,5,8.91,178.12,178.12,187.03,GBP,1.26,183.96,5.84,3.2,21/04/2023,06/05/2023,15,No,26,Legal,CC-007,Grace Taylor,James O'Brien,CON-3272,Framework,08/04/2023,31/05/2024,Pending,Paid,3-Way Match,No,No,Yes,International,41.6
PO-04174,17/08/2022,2022,Q3,August,Standard,Closed,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-31689,Training Material,HR & Training,Training Material,Box,150.71,79,0,0,20,2381.22,11906.09,11906.09,14287.31,GBP,162.41,12830.39,924.3,7.2,07/10/2022,20/10/2022,13,No,64,Operations,CC-003,Clara Davies,Priya Sharma,NO-CONTRACT,Spot,17/08/2022,16/09/2022,Paid,Pending,3-Way Match,No,No,Yes,International,41.6
PO-04175,13/10/2024,2024,Q4,October,Blanket,Open,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-54692,Copper Wire (m),Raw Materials,Copper Wire (m),MTR,1.58,81,10,12.8,20,23.04,127.98,115.18,138.22,EUR,1.7,137.7,22.52,16.4,24/11/2024,22/12/2024,28,No,70,Marketing,CC-004,David Lee,Tom Reynolds,CON-2276,Framework,28/11/2023,02/11/2024,Pending,Pending,2-Way Match,Yes,No,No,International,44.8
PO-04176,18/07/2023,2023,Q3,July,Standard,Open,SUP-010,SunRise Manufacturing,South Korea,Asia,1,Preferred,Low,35.9078,127.7669,Net 30,ITEM-31689,Training Material,HR & Training,Training Material,Box,164.25,106,0,0,5,870.52,17410.5,17410.5,18281.02,GBP,125.74,13328.44,-4082.06,-30.6,02/08/2023,01/08/2023,-1,Yes,14,R&D,CC-008,Henry Martin,Priya Sharma,CON-4585,Framework,22/09/2022,05/08/2024,Overdue,Overdue,2-Way Match,No,No,Yes,International,41.6
PO-04177,20/07/2022,2022,Q3,July,Blanket,Cancelled,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-18028,BI Tool License,IT Software,BI Tool License,EA,934.71,39,15,5468.05,0,0,36453.69,30985.64,30985.64,EUR,957.6,37346.4,6360.76,17,20/08/2022,18/08/2022,-2,Yes,29,HR,CC-005,Olivia King,Lisa Chen,CON-4422,Long-term,02/09/2021,19/09/2023,Pending,On Hold,No Match,Yes,No,No,International,75.7
PO-04178,31/03/2024,2024,Q1,March,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-24464,Steel Sheet (kg),Raw Materials,Steel Sheet (kg),KG,5.93,194,0,0,5,57.52,1150.42,1150.42,1207.94,GBP,6.4,1241.6,91.18,7.3,02/05/2024,02/05/2024,0,Yes,32,Marketing,CC-004,David Lee,Priya Sharma,CON-3455,Long-term,27/01/2024,30/05/2025,Paid,Pending,2-Way Match,No,No,No,International,52
PO-04179,09/04/2023,2023,Q2,April,Standard,Closed,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-64827,Print Material,Marketing,Print Material,Box,461.67,20,0,0,0,0,9233.4,9233.4,9233.4,EUR,492.94,9858.8,625.4,6.3,30/05/2023,28/05/2023,-2,Yes,49,HR,CC-005,Olivia King,Lisa Chen,NO-CONTRACT,Spot,09/04/2023,09/05/2023,Paid,Paid,3-Way Match,No,No,No,Local,67.8
PO-04180,26/01/2022,2022,Q1,January,Standard,Closed,SUP-003,GlobalParts Ltd,China,Asia,2,Approved,Medium,35.8617,104.1954,Net 60,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,1038.51,72,0,0,0,0,74772.72,74772.72,74772.72,EUR,1234.35,88873.2,14100.48,15.9,16/03/2022,15/03/2022,-1,Yes,48,Operations,CC-003,Maya Hall,Tom Reynolds,CON-5856,Framework,17/01/2022,24/05/2023,Paid,Paid,3-Way Match,No,No,No,International,55.1
PO-04181,10/03/2024,2024,Q1,March,Contract,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-46380,Photography Svcs,Marketing,Photography Svcs,EA,514,129,0,0,0,0,66306,66306,66306,EUR,553.71,71428.59,5122.59,7.2,17/04/2024,12/04/2024,-5,Yes,33,Sales,CC-010,Jack Harris,James O'Brien,NO-CONTRACT,Spot,10/03/2024,09/04/2024,Pending,Overdue,3-Way Match,No,No,No,International,89.1
PO-04182,16/02/2023,2023,Q1,February,Standard,Closed,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-61428,Audit Service,Professional Svcs,Audit Service,EA,11598.15,125,0,0,0,0,1449768.75,1449768.75,1449768.75,GBP,12438.47,1554808.75,105040,6.8,21/02/2023,16/02/2023,-5,Yes,0,Operations,CC-003,Clara Davies,Lisa Chen,CON-2722,Framework,19/01/2023,06/01/2026,Paid,On Hold,3-Way Match,Yes,No,No,International,75.7
PO-04183,03/09/2024,2024,Q3,September,Standard,Closed,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-52337,Cleaning Supplies,Facilities,Cleaning Supplies,Box,74.3,19,0,0,20,282.34,1411.7,1411.7,1694.04,JPY,87.54,1663.26,251.56,15.1,19/10/2024,31/10/2024,12,No,58,Marketing,CC-004,David Lee,James O'Brien,CON-1549,Spot,23/07/2024,12/12/2025,Paid,On Hold,2-Way Match,No,No,No,International,89.1
PO-04184,18/11/2023,2023,Q4,November,Standard,Closed,SUP-001,Apex Industrial Supplies,United Kingdom,Europe,1,Preferred,Low,55.3781,-3.436,Net 30,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,744.05,153,0,0,5,5691.98,113839.65,113839.65,119531.63,GBP,585.32,89553.96,-24285.69,-27.1,06/01/2024,09/01/2024,3,No,52,HR,CC-005,Emma Wilson,Lisa Chen,CON-9863,Spot,05/10/2023,03/01/2025,Paid,Pending,3-Way Match,No,No,Yes,Local,75.2
PO-04185,11/05/2024,2024,Q2,May,Blanket,Open,SUP-008,Meridian Tech,India,Asia,3,Conditional,Medium,20.5937,78.9629,Net 60,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,88.33,22,5,97.16,20,369.22,1943.26,1846.1,2215.32,GBP,101.05,2223.1,377,17,01/06/2024,02/06/2024,1,No,22,Operations,CC-003,Maya Hall,Sarah Mitchell,NO-CONTRACT,Spot,11/05/2024,10/06/2024,Pending,Pending,No Match,Yes,No,No,International,44.8
PO-04186,06/08/2022,2022,Q3,August,Standard,Open,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-65861,HVAC Filter,Facilities,HVAC Filter,EA,122.84,27,10,331.67,5,149.25,3316.68,2985.01,3134.26,EUR,143.71,3880.17,895.16,23.1,18/08/2022,15/08/2022,-3,Yes,9,Finance,CC-001,Alice Johnson,Lisa Chen,NO-CONTRACT,Spot,06/08/2022,05/09/2022,Pending,Pending,2-Way Match,No,No,No,International,50.9
PO-04187,17/06/2023,2023,Q2,June,Contract,Cancelled,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-34497,Maintenance Kit,Facilities,Maintenance Kit,EA,195.3,114,5,1113.21,20,4230.2,22264.2,21150.99,25381.19,GBP,221.35,25233.9,4082.91,16.2,04/07/2023,19/07/2023,15,No,32,Operations,CC-003,Clara Davies,Lisa Chen,CON-5736,Framework,14/07/2022,28/06/2023,Pending,Pending,No Match,No,Yes,No,International,89.1
PO-04188,01/09/2022,2022,Q3,September,Blanket,Cancelled,SUP-015,Iron Gate Steel,Poland,Europe,3,Conditional,Medium,51.9194,19.1451,Net 60,ITEM-30629,Translation Svcs,Professional Svcs,Translation Svcs,EA,673.16,184,15,18579.22,5,5264.11,123861.44,105282.22,110546.33,GBP,558.72,102804.48,-2477.74,-2.4,23/10/2022,23/10/2022,0,Yes,52,Facilities,CC-009,Isla White,Sarah Mitchell,NO-CONTRACT,Spot,01/09/2022,01/10/2022,Pending,On Hold,No Match,No,No,No,International,75.7
PO-04189,23/06/2022,2022,Q2,June,Standard,Open,SUP-012,Cornerstone Services,United Kingdom,Europe,2,Approved,Low,55.3781,-3.436,Net 30,ITEM-41218,Consulting (day),Professional Svcs,Consulting (day),Day,748.43,158,0,0,0,0,118251.94,118251.94,118251.94,JPY,667.77,105507.66,-12744.28,-12.1,21/07/2022,20/07/2022,-1,Yes,27,Facilities,CC-009,Isla White,Sarah Mitchell,NO-CONTRACT,Spot,23/06/2022,23/07/2022,Overdue,On Hold,2-Way Match,No,No,No,Local,67.8
PO-04190,27/04/2024,2024,Q2,April,Standard,Open,SUP-007,Nordic Office Solutions,Sweden,Europe,2,Approved,Low,60.1282,18.6435,Net 30,ITEM-62311,Training Course,Professional Svcs,Training Course,EA,1098.39,12,0,0,20,2636.14,13180.68,13180.68,15816.82,JPY,1122.74,13472.88,292.2,2.2,18/05/2024,14/05/2024,-4,Yes,17,Marketing,CC-004,Nathan Young,James O'Brien,CON-9211,Long-term,19/11/2023,21/09/2024,Overdue,Pending,2-Way Match,No,No,No,International,89.1
PO-04191,21/03/2024,2024,Q1,March,Standard,Closed,SUP-014,Blue Horizon Packaging,Australia,Oceania,2,Approved,Low,-25.2744,133.7751,Net 30,ITEM-60672,Legal Review,Professional Svcs,Legal Review,EA,4635.67,183,0,0,0,0,848327.61,848327.61,848327.61,EUR,4068.75,744581.25,-103746.36,-13.9,06/04/2024,05/04/2024,-1,Yes,15,R&D,CC-008,Henry Martin,Priya Sharma,NO-CONTRACT,Spot,21/03/2024,20/04/2024,Paid,Paid,3-Way Match,No,No,No,International,50.9
PO-04192,09/09/2024,2024,Q3,September,Standard,Closed,SUP-011,Atlantic Raw Materials,Brazil,Americas,3,Conditional,High,-14.235,-51.9253,Net 60,ITEM-13249,Laptop,IT Hardware,Laptop,EA,1114.18,195,0,0,20,43453.02,217265.1,217265.1,260718.12,USD,1294.53,252433.35,35168.25,13.9,07/10/2024,07/10/2024,0,Yes,28,Operations,CC-003,Clara Davies,James O'Brien,CON-6614,Spot,27/05/2024,05/11/2026,Paid,Paid,3-Way Match,No,No,No,International,52
